,Title,location,Posting_date,job_link
592,Software Development Engineer - AWS Serverless,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619755/software-development-engineer-aws-serverless
593,Software Development Engineer,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619751/software-development-engineer
594,Software Development Engineer - Mobile,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619737/software-development-engineer-mobile
595,Software Development Engineer - New Initiative,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619715/software-development-engineer-new-initiative
596,"Quality Assurance Engineer - Amazon Is Hiring For Sao Paulo, Brasil!","BR, SP, Sao Paulo ","February  7, 2018",https://www.amazon.jobs/en/jobs/619704/quality-assurance-engineer-amazon-is-hiring-for-sao-paulo-brasil
597,Software Quality Assurance Engineer,"UK, Cambridge ","February  7, 2018",https://www.amazon.jobs/en/jobs/619692/software-quality-assurance-engineer
598,Senior Software Development Engineer –  Elastic Transcoding Service,"US, CA, Palo Alto ","February  7, 2018",https://www.amazon.jobs/en/jobs/619687/senior-software-development-engineer-elastic-transcoding-service
599,Sr. Software Dev Engineer,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619678/sr-software-dev-engineer
600,SDM Robot Detection,"IN, KA, Bangalore ","February  7, 2018",https://www.amazon.jobs/en/jobs/619677/sdm-robot-detection
601,Sr. Software Development Engineer - Consumer Cloud Security,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619663/sr-software-development-engineer-consumer-cloud-security
602,Software Development Engineer,"UK, Cambridge ","February  7, 2018",https://www.amazon.jobs/en/jobs/619653/software-development-engineer
603,Software Development Manager,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619637/software-development-manager
604,Software Development Engineer - Amazon Cloud Drive,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619635/software-development-engineer-amazon-cloud-drive
605,Senior Software Development Engineer,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619614/senior-software-development-engineer
606,Software Development Engineer,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619596/software-development-engineer
607,Software Development Engineer,"US, WA, Seattle ","February  7, 2018",https://www.amazon.jobs/en/jobs/619595/software-development-engineer
608,"Sr Product Manager - Tech, AVS","UK, London ","February  7, 2018",https://www.amazon.jobs/en/jobs/619540/sr-product-manager-tech-avs
609,Software Development Engineer,"US, NY, New York ","February  7, 2018",https://www.amazon.jobs/en/jobs/619526/software-development-engineer
610,Software Development Engineer (Amazon Music),"US, CA, San Francisco ","February  6, 2018",https://www.amazon.jobs/en/jobs/619430/software-development-engineer-amazon-music
611, Senior Software Engineer - Machine Learning,"US, CA, San Francisco ","February  6, 2018",https://www.amazon.jobs/en/jobs/619428/senior-software-engineer-machine-learning
612,Senior Software Development Engineer - Android,"US, CA, San Francisco ","February  6, 2018",https://www.amazon.jobs/en/jobs/619426/senior-software-development-engineer-android
613,Senior Software Development Engineer,"US, CA, San Francisco ","February  6, 2018",https://www.amazon.jobs/en/jobs/619422/senior-software-development-engineer
614,Senior Mobile Engineer,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619386/senior-mobile-engineer
615,Programmer - Games,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619384/programmer-games
616,Software Development Engineer in Test 2 Mobile (SDET 2),"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619347/software-development-engineer-in-test-2-mobile-sdet-2
617,Sr Software Development Engineer,"US, AZ, Tempe ","February  6, 2018",https://www.amazon.jobs/en/jobs/619337/sr-software-development-engineer
618,Software Development Engineer,"US, AZ, Tempe ","February  6, 2018",https://www.amazon.jobs/en/jobs/619336/software-development-engineer
619,Software Development Engineer II,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619335/software-development-engineer-ii
620,Software Engineer - Network Devices Embedded [Net-OS Platform],"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619317/software-engineer-network-devices-embedded-net-os-platform
621,Software Development Engineer - Test,"US, CA, Sunnyvale ","February  6, 2018",https://www.amazon.jobs/en/jobs/619316/software-development-engineer-test
622,Quality Assurance Engineer,"US, CA, Sunnyvale ","February  6, 2018",https://www.amazon.jobs/en/jobs/619315/quality-assurance-engineer
623,Sr. SDE - Mobile Development,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619306/sr-sde-mobile-development
624,Sr. SDE / Architect - Amazon Alexa Data Services,"IN, TS, Hyderabad ","February  6, 2018",https://www.amazon.jobs/en/jobs/619304/sr-sde-architect-amazon-alexa-data-services
625,"Software Development Engineer, Alexa Entertainment","US, CA, Irvine ","February  6, 2018",https://www.amazon.jobs/en/jobs/619299/software-development-engineer-alexa-entertainment
626,Software Development Engineer,"US, WA, Bellevue ","February  6, 2018",https://www.amazon.jobs/en/jobs/619298/software-development-engineer
627,Software Development Engineer,"US, WA, Bellevue ","February  6, 2018",https://www.amazon.jobs/en/jobs/619297/software-development-engineer
628,"Software Development Engineer, Alexa Automotive","US, CA, Sunnyvale ","February  6, 2018",https://www.amazon.jobs/en/jobs/619296/software-development-engineer-alexa-automotive
629,"Manager, Software Development, Alexa Automotive","US, CA, Sunnyvale ","February  6, 2018",https://www.amazon.jobs/en/jobs/619294/manager-software-development-alexa-automotive
630,Software Development Engineer - Alexa Services,"US, CA, Sunnyvale ","February  6, 2018",https://www.amazon.jobs/en/jobs/619291/software-development-engineer-alexa-services
631,Software Development Engineer,"IE, DUBLIN, Dublin ","February  6, 2018",https://www.amazon.jobs/en/jobs/619276/software-development-engineer
632,"Sr. Software Development Engineer, Sustainability","US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619249/sr-software-development-engineer-sustainability
633,"Sr. Software Development Engineer, Sustainability","US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619248/sr-software-development-engineer-sustainability
634,Software Development Engineer,"US, MA, Cambridge ","February  6, 2018",https://www.amazon.jobs/en/jobs/619247/software-development-engineer
635,Software Development Engineer,"US, MA, Cambridge ","February  6, 2018",https://www.amazon.jobs/en/jobs/619246/software-development-engineer
636,Senior Software Development Engineer,"US, MA, Cambridge ","February  6, 2018",https://www.amazon.jobs/en/jobs/619242/senior-software-development-engineer
637,"Software Development Manager, Alexa Mobile Platform","US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619223/software-development-manager-alexa-mobile-platform
638,Software Development Engineer,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619196/software-development-engineer
639,Software Development Engineer,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619195/software-development-engineer
640,Senior Software Development Engineer,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619193/senior-software-development-engineer
641,Senior Software Development Manager,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619191/senior-software-development-manager
642,"Senior Software Development Engineer, Alexa","US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619171/senior-software-development-engineer-alexa
643,Software Development ,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619157/software-development
644,Software Engineer - Embedded Network Devices Data Plane,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619156/software-engineer-embedded-network-devices-data-plane
645,"Sr. Software Development Engineer, AWS Infrastructure","US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619151/sr-software-development-engineer-aws-infrastructure
646,Software Development Engineer - FireTV,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619148/software-development-engineer-firetv
647,Software Development Engineer - FireTV,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619147/software-development-engineer-firetv
648,Software Development Engineer,"UK, London ","February  6, 2018",https://www.amazon.jobs/en/jobs/619144/software-development-engineer
649,SW Dev Eng - Fire TV ,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619141/sw-dev-eng-fire-tv
650,Software Engineer,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619123/software-engineer
651,Software Development Manager,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619122/software-development-manager
652,Software Development Manager - Alexa,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619094/software-development-manager-alexa
653,Software Development Engineer,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619086/software-development-engineer
654,Senior Software Development Engineer,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619085/senior-software-development-engineer
655,Software Development Engineer,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619076/software-development-engineer
656,Software Development Engineer,"CA, ON, Toronto ","February  6, 2018",https://www.amazon.jobs/en/jobs/619067/software-development-engineer
657,DevOps Engineer | System Development Engineer,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/619017/devops-engineer-system-development-engineer
658,Robotics Mechatronic Engineer Internships (m/f),"DE, Berlin ","February  6, 2018",https://www.amazon.jobs/en/jobs/618987/robotics-mechatronic-engineer-internships-m-f
659,Software Development Engineer II,"US, WA, Seattle ","February  6, 2018",https://www.amazon.jobs/en/jobs/618948/software-development-engineer-ii
660,Software Development Manager,"DE, Berlin ","February  6, 2018",https://www.amazon.jobs/en/jobs/618854/software-development-manager
661,Software Development Engineer,"IN, DL, Gurgaon ","February  5, 2018",https://www.amazon.jobs/en/jobs/618796/software-development-engineer
662,Software Development Manager - Sable Storage,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618772/software-development-manager-sable-storage
663,Software Development Manager - ECS,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618736/software-development-manager-ecs
664, System Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618735/system-development-engineer
665,Lead DevOps/ Systems Development Engineer ,"AU, NSW, Sydney ","February  5, 2018",https://www.amazon.jobs/en/jobs/618732/lead-devops-systems-development-engineer
666,Sr. Software Engineer - Subscriptions,"US, CA, San Francisco ","February  5, 2018",https://www.amazon.jobs/en/jobs/618731/sr-software-engineer-subscriptions
667,Software Development Engineer,"IN, HR, Gurgaon ","February  5, 2018",https://www.amazon.jobs/en/jobs/618714/software-development-engineer
668,Sr. Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618711/sr-software-development-engineer
669,"Senior SDM, AWS AppSync","US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618697/senior-sdm-aws-appsync
670,"Software Development Engineer, Search Customer Experience","US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618688/software-development-engineer-search-customer-experience
671,Software Developer Engineer,"US, WA, Bellevue ","February  5, 2018",https://www.amazon.jobs/en/jobs/618687/software-developer-engineer
672,Software Development Engineer - AWS Marketplace Metering & Entitlement,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618684/software-development-engineer-aws-marketplace-metering-entitlement
673,"Software Development Engineer, Alexa Automotive","US, CA, Sunnyvale ","February  5, 2018",https://www.amazon.jobs/en/jobs/618669/software-development-engineer-alexa-automotive
674,Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618661/software-development-engineer
675,Software Development Manager,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618658/software-development-manager
676,Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618657/software-development-engineer
677, Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618656/software-development-engineer
678,March SDE Hiring Event,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618653/march-sde-hiring-event
679,Software Development Manager,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618650/software-development-manager
680, Software Development Engineer - AWS Storage Services,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618649/software-development-engineer-aws-storage-services
681,Research Scientist,"CA, BC, Vancouver ","February  5, 2018",https://www.amazon.jobs/en/jobs/618646/research-scientist
682,"Software Development Manager, Rentals by Amazon","US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618629/software-development-manager-rentals-by-amazon
683,Software Development Engineer - Sponsored Products,"US, CA, Palo Alto ","February  5, 2018",https://www.amazon.jobs/en/jobs/618620/software-development-engineer-sponsored-products
684,Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618618/software-development-engineer
685,"Software Development Engineer, Amazon Prime Photos","US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618617/software-development-engineer-amazon-prime-photos
686,"Front-End Engineer, AWS","US, CA, Cupertino ","February  5, 2018",https://www.amazon.jobs/en/jobs/618597/front-end-engineer-aws
687,Salesforce Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618596/salesforce-development-engineer
688,AWS DMS Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618588/aws-dms-software-development-engineer
689,Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618585/software-development-engineer
690,Senior Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618584/senior-software-development-engineer
691,Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618583/software-development-engineer
692,AWS DMS Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618576/aws-dms-software-development-engineer
693,Software Development Engineer II,"US, MN, Minneapolis ","February  5, 2018",https://www.amazon.jobs/en/jobs/618569/software-development-engineer-ii
694,Software Development Engineer ,"US, CA, East Palo Alto ","February  5, 2018",https://www.amazon.jobs/en/jobs/618564/software-development-engineer
695,"Senior Manager, Software Development","US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618559/senior-manager-software-development
696,"Senior Software Engineer, Amazon Technical Academy","US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618546/senior-software-engineer-amazon-technical-academy
697,Senior Software Development Engineer - Search Data and Machine Learning Service,"US, CA, Palo Alto ","February  5, 2018",https://www.amazon.jobs/en/jobs/618538/senior-software-development-engineer-search-data-and-machine-learning-service
698,Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618537/software-development-engineer
699,Senior Software Development Engineer-Test,"US, CA, San Francisco ","February  5, 2018",https://www.amazon.jobs/en/jobs/618535/senior-software-development-engineer-test
700,Sr Software Development Engineer - AWS EBS Performance Team,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618532/sr-software-development-engineer-aws-ebs-performance-team
701,Software Development Engineer - Computer Vision,"US, WA, Bellevue ","February  5, 2018",https://www.amazon.jobs/en/jobs/618530/software-development-engineer-computer-vision
702,Software Development Manager - Computer Vision,"US, WA, Bellevue ","February  5, 2018",https://www.amazon.jobs/en/jobs/618529/software-development-manager-computer-vision
703,"Software Development Engineer, Alexa","US, CA, Sunnyvale ","February  5, 2018",https://www.amazon.jobs/en/jobs/618515/software-development-engineer-alexa
704,Software Development Engineer - Amazon Prime Video,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618506/software-development-engineer-amazon-prime-video
705,Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618485/software-development-engineer
706,Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618481/software-development-engineer
707,Software Development Engineer,"US, MA, Cambridge ","February  5, 2018",https://www.amazon.jobs/en/jobs/618480/software-development-engineer
708,Software Development Engineer,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618476/software-development-engineer
709,Software Development Engineer II,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618458/software-development-engineer-ii
710,Software Development Engineer - Advertising Analytics,"US, WA, Seattle ","February  5, 2018",https://www.amazon.jobs/en/jobs/618428/software-development-engineer-advertising-analytics
711,Junior Software Development Engineer - AWS OpsWorks,"DE, Berlin ","February  5, 2018",https://www.amazon.jobs/en/jobs/618325/junior-software-development-engineer-aws-opsworks
712,Software Development Engineer,"CN, Beijing ","February  4, 2018",https://www.amazon.jobs/en/jobs/618275/software-development-engineer
713,Software Development Engineer,"US, CA, Cupertino ","February  4, 2018",https://www.amazon.jobs/en/jobs/618249/software-development-engineer
714,Senior Software Development Engineer,"US, WA, Seattle ","February  4, 2018",https://www.amazon.jobs/en/jobs/618240/senior-software-development-engineer
715,Software Development Engineer,"US, WA, Seattle ","February  4, 2018",https://www.amazon.jobs/en/jobs/618233/software-development-engineer
716,Software Development Engineer,"US, WA, Seattle ","February  3, 2018",https://www.amazon.jobs/en/jobs/618222/software-development-engineer
717,"SDET, Alexa Communications","US, WA, Seattle ","February  3, 2018",https://www.amazon.jobs/en/jobs/618205/sdet-alexa-communications
718,"Senior SDET, Alexa Communications","US, WA, Seattle ","February  3, 2018",https://www.amazon.jobs/en/jobs/618204/senior-sdet-alexa-communications
719,Software Development Manager,"US, WA, Seattle ","February  3, 2018",https://www.amazon.jobs/en/jobs/618186/software-development-manager
720,Software Development Manager - AWS Key Management Service,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618182/software-development-manager-aws-key-management-service
721,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618167/software-development-engineer
722,Software Development Engineer,"US, CA, Sunnyvale ","February  2, 2018",https://www.amazon.jobs/en/jobs/618163/software-development-engineer
723,Software Development Engineer,"US, CA, Sunnyvale ","February  2, 2018",https://www.amazon.jobs/en/jobs/618157/software-development-engineer
724,Software Development Engineer - API Gateway,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618147/software-development-engineer-api-gateway
725,Software Development Engineer - API Gateway,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618146/software-development-engineer-api-gateway
726,Software Development Engineer,"US, CA, Sunnyvale ","February  2, 2018",https://www.amazon.jobs/en/jobs/618145/software-development-engineer
727,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618144/software-development-engineer
728,Software Development Engineer Java/Python/C# or C++,"MX, EMEX, Mexico City ","February  2, 2018",https://www.amazon.jobs/en/jobs/618138/software-development-engineer-java-python-c-or-c
729,Sr. Software Development Engineer,"MX, EMEX, Mexico City ","February  2, 2018",https://www.amazon.jobs/en/jobs/618137/sr-software-development-engineer
730,Software Development Engineer - Frontend (AWS WorkMail team),"NL, The Hague ","February  2, 2018",https://www.amazon.jobs/en/jobs/618135/software-development-engineer-frontend-aws-workmail-team
731,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618133/software-development-engineer
732,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618124/software-development-engineer
733,Software Development Engineer,"US, NJ, Newark ","February  2, 2018",https://www.amazon.jobs/en/jobs/618118/software-development-engineer
734,Software Development Engineer,"US, CA, Sunnyvale ","February  2, 2018",https://www.amazon.jobs/en/jobs/618114/software-development-engineer
735,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618108/software-development-engineer
736,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618107/software-development-engineer
737,"Software Engineer - Toronto, CA Natural Language Understanding ","CA, ON, Toronto ","February  2, 2018",https://www.amazon.jobs/en/jobs/618105/software-engineer-toronto-ca-natural-language-understanding
738,"Software Development Engineer - Cambridge, MA  Machine Learning and Speech - Echo","US, MA, Cambridge ","February  2, 2018",https://www.amazon.jobs/en/jobs/618104/software-development-engineer-cambridge-ma-machine-learning-and-speech-echo
739,Software Development Engineer - Amazon Devices,"US, MA, Cambridge ","February  2, 2018",https://www.amazon.jobs/en/jobs/618103/software-development-engineer-amazon-devices
740,Senior Software Development Engineer - Amazon Devices,"US, MA, Cambridge ","February  2, 2018",https://www.amazon.jobs/en/jobs/618102/senior-software-development-engineer-amazon-devices
741,Sr. Software Development Engineer,"US, CA, East Palo Alto ","February  2, 2018",https://www.amazon.jobs/en/jobs/618098/sr-software-development-engineer
742,"Support Engineer, Amazon Alexa (Cloud Services)","US, CA, East Palo Alto ","February  2, 2018",https://www.amazon.jobs/en/jobs/618097/support-engineer-amazon-alexa-cloud-services
743,Software Development Engineer ,"US, CA, Sunnyvale ","February  2, 2018",https://www.amazon.jobs/en/jobs/618096/software-development-engineer
744,Sr. Software Development Engineer,"US, CA, East Palo Alto ","February  2, 2018",https://www.amazon.jobs/en/jobs/618095/sr-software-development-engineer
745,Sr. Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618090/sr-software-development-engineer
746,Sr. Software Development Engineer - Alexa Voice Service,"US, CA, Sunnyvale ","February  2, 2018",https://www.amazon.jobs/en/jobs/618089/sr-software-development-engineer-alexa-voice-service
747,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618059/software-development-engineer
748,Senior Software Development Engineer ,"US, CA, East Palo Alto ","February  2, 2018",https://www.amazon.jobs/en/jobs/618052/senior-software-development-engineer
749,Software Development Engineer-Android,"US, CA, Sunnyvale ","February  2, 2018",https://www.amazon.jobs/en/jobs/618051/software-development-engineer-android
750,"Software Development Engineer, Container Expert","US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618047/software-development-engineer-container-expert
751,Software Development Manager ,"US, CA, East Palo Alto ","February  2, 2018",https://www.amazon.jobs/en/jobs/618046/software-development-manager
752,SENIOR SOFTWARE DEVELOPMENT ENGINEER,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618038/senior-software-development-engineer
753,"Software Development Engineer, Front End Services","US, CA, Cupertino ","February  2, 2018",https://www.amazon.jobs/en/jobs/618037/software-development-engineer-front-end-services
754,Software Development Engineer II,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618034/software-development-engineer-ii
755,Software Development Engineer II,"CA, BC, Vancouver ","February  2, 2018",https://www.amazon.jobs/en/jobs/618033/software-development-engineer-ii
756,"Sr. Manager, Container Services","US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618022/sr-manager-container-services
757,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/618018/software-development-engineer
758,"AMAZON ALEXA MACHINE LEARNING TEAM- Software Development Manager - Cambridge, MA","US, MA, Cambridge ","February  2, 2018",https://www.amazon.jobs/en/jobs/618011/amazon-alexa-machine-learning-team-software-development-manager-cambridge-ma
759,Software Development Engineer ,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/617999/software-development-engineer
760,Software Dev Engineer II,"CA, BC, Vancouver ","February  2, 2018",https://www.amazon.jobs/en/jobs/617998/software-dev-engineer-ii
761,Software Development Engineer,"US, TX, Austin ","February  2, 2018",https://www.amazon.jobs/en/jobs/617967/software-development-engineer
762,Software Development Engineer II,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/617952/software-development-engineer-ii
763,Manager Software Development,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/617947/manager-software-development
764,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/617924/software-development-engineer
765,Software Development Engineer (Backend) - AWS OpsWorks for Chef Automate - Berlin,"DE, Berlin ","February  2, 2018",https://www.amazon.jobs/en/jobs/617923/software-development-engineer-backend-aws-opsworks-for-chef-automate-berlin
766,Technical Lead / Senior Engineer - UX tools and web platform for Amazon Web Services,"DE, Berlin ","February  2, 2018",https://www.amazon.jobs/en/jobs/617898/technical-lead-senior-engineer-ux-tools-and-web-platform-for-amazon-web-services
767,Senior DevOps Engineer - AWS OpsWorks for Chef Automate - Berlin,"DE, Berlin ","February  2, 2018",https://www.amazon.jobs/en/jobs/617873/senior-devops-engineer-aws-opsworks-for-chef-automate-berlin
768,Software Dev Engineer,"IN, TN, Chennai ","February  2, 2018",https://www.amazon.jobs/en/jobs/617863/software-dev-engineer
769,Sr Software Dev Engineer,"IN, TN, Chennai ","February  2, 2018",https://www.amazon.jobs/en/jobs/617862/sr-software-dev-engineer
770,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/617829/software-development-engineer
771,Software Development Engineer,"US, WA, Seattle ","February  2, 2018",https://www.amazon.jobs/en/jobs/617828/software-development-engineer
772,Software Development Manager,"CA, BC, Vancouver ","February  1, 2018",https://www.amazon.jobs/en/jobs/617746/software-development-manager
773,"SDE, AMAZON BUSINESS","US, TX, Austin ","February  1, 2018",https://www.amazon.jobs/en/jobs/617728/sde-amazon-business
774,Software Development Engineer,"ES, Madrid ","February  1, 2018",https://www.amazon.jobs/en/jobs/617727/software-development-engineer
775,"UI Artist, AGS ","US, WA, Seattle ","February  1, 2018",https://www.amazon.jobs/en/jobs/617726/ui-artist-ags
776,Software Development Manager,"US, WA, Seattle ","February  1, 2018",https://www.amazon.jobs/en/jobs/617718/software-development-manager
777,Senior Developer Deep Learning Service,"US, CA, Palo Alto ","February  1, 2018",https://www.amazon.jobs/en/jobs/617716/senior-developer-deep-learning-service
778,Development Manager – AWS AI,"US, CA, East Palo Alto ","February  1, 2018",https://www.amazon.jobs/en/jobs/617715/development-manager-aws-ai
779,"Senior Software Development Engineer, EC2 Cloud Manager Team","ZA, Cape Town ","February  1, 2018",https://www.amazon.jobs/en/jobs/617713/senior-software-development-engineer-ec2-cloud-manager-team
780,"Senior Software Development Engineer, EC2 Cloud Manager Team","ZA, Cape Town ","February  1, 2018",https://www.amazon.jobs/en/jobs/617712/senior-software-development-engineer-ec2-cloud-manager-team
781,Software Development Engineer – Alexa Machine Learning Platform,"US, WA, Seattle ","February  1, 2018",https://www.amazon.jobs/en/jobs/617700/software-development-engineer-alexa-machine-learning-platform
782,Software Developer - AWS AI Service,"US, WA, Seattle ","February  1, 2018",https://www.amazon.jobs/en/jobs/617697/software-developer-aws-ai-service
783,Software Developer - AWS AI Service,"US, WA, Seattle ","February  1, 2018",https://www.amazon.jobs/en/jobs/617696/software-developer-aws-ai-service
784,Software Developer - Deep Learning Platform (AWS AI),"US, CA, East Palo Alto ","February  1, 2018",https://www.amazon.jobs/en/jobs/617691/software-developer-deep-learning-platform-aws-ai
785,Software Developer - Deep Learning & Big Data Platform (AWS AI),"US, CA, East Palo Alto ","February  1, 2018",https://www.amazon.jobs/en/jobs/617685/software-developer-deep-learning-big-data-platform-aws-ai
786,Software Development Engineer - AWS Transactional Services,"US, WA, Seattle ","February  1, 2018",https://www.amazon.jobs/en/jobs/617683/software-development-engineer-aws-transactional-services
787,Software Development Engineer - AWS Crypto Tools,"US, WA, Seattle ","February  1, 2018",https://www.amazon.jobs/en/jobs/617678/software-development-engineer-aws-crypto-tools
788,Software Development Engineer - Amazon Go,"US, WA, Seattle ","February  1, 2018",https://www.amazon.jobs/en/jobs/617677/software-development-engineer-amazon-go
789,Software Development Engineer - Amazon Go,"US, WA, Seattle ","February  1, 2018",https://www.amazon.jobs/en/jobs/617661/software-development-engineer-amazon-go
